,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
26646,Teodoro,Urías,Almonte,2020-03-25,Producto X,4,5,4,3,5
26647,Graciana,Olivera,Sotelo,2020-01-06,Producto Y,5,-1,3,4,3
26648,Verónica,Muñoz,Matos,2020-01-16,Producto X,5,-1,4,5,5
26649,Teresa,Viera,Carrero,2020-02-29,Producto X,5,5,5,-1,5
26650,Brenda,Acuña,Docarmo,2020-01-20,Producto X,5,4,-1,4,5
26651,Linda,Olvera,Ribeyro,2020-04-14,Producto X,5,4,5,-1,5
26652,Dana,Regalado,Sauceda,2020-04-12,Producto X,5,3,4,5,4
26653,Dana,Esquivel,Tamez,2020-02-04,Producto X,5,4,-1,5,4
26654,Felix,Solorio,Barrera,2020-02-21,Producto Y,4,2,5,5,-1
26655,Roberta,Alcaraz,Do santos,2020-01-04,Producto X,4,4,5,4,5
26656,Arsenio,Samaniego,Olivares,2020-02-16,Producto X,4,4,-1,5,4
26657,Salvador,Gallardo,Do nacimento,2020-03-29,Producto X,4,5,5,4,5
26658,Magdalena,Ochoa,Ribeiro,2020-01-17,Producto X,5,5,4,3,4
26659,Bella,Salas,Valdivia,2020-01-26,Producto X,4,2,4,5,5
26660,Moisés,Mascareñas,Delgado,2020-03-11,Producto X,5,4,5,5,3
26661,Jéssica,Perea,Faria,2020-01-23,Producto X,5,5,4,5,5
26662,Yvonne,Escamilla,Nores,2020-02-15,Producto X,-1,4,5,4,5
26663,Rolando,Saldaña,Lencastre,2020-03-12,Producto X,5,-1,5,4,4
26664,Diego,Do carmo,Rodríguez,2020-04-10,Producto X,5,5,-1,5,5
26665,Felix,Pajares,Bonilla,2020-02-25,Producto X,4,5,5,5,5
26666,Carlota,Niño,Matos,2020-01-21,Producto X,5,5,5,4,3
26667,Lidia,Granado,Cervantes,2020-01-19,Producto X,5,5,4,5,-1
26668,Dolores,Avilés,Navarrete,2020-01-13,Producto X,5,5,-1,5,-1
26669,Salvador,Burgos,Valenca,2020-03-01,Producto X,5,5,5,5,-1
26670,Roberto,Vives,Zayas,2020-03-07,Producto X,4,4,5,4,5
26671,Felipe,Jaramillo,Rico,2020-02-12,Producto Y,2,4,5,2,4
26672,Miguel,Nieves,Hernádez,2020-02-17,Producto X,5,5,5,5,4
26673,Emilia,Brito,Dávila,2020-01-02,Producto Y,4,1,3,2,4
26674,Rebeca,Puga,de Anda,2020-02-11,Producto Y,4,3,4,-1,1
26675,Celeste,Malave,Fino,2020-03-24,Producto X,4,5,5,4,-1
26676,Agustina,Roque,Esparza,2020-04-05,Producto X,5,5,5,4,5
26677,Carina,Guillen,Lobo,2020-01-10,Producto X,5,3,3,4,4
26678,Bárbara,Fernandes,Osorio,2020-02-15,Producto X,5,5,5,4,4
26679,Marcia,Granado,Almanza,2020-02-17,Producto X,5,5,5,4,5
26680,Bianca,Camacho,Peña,2020-04-06,Producto X,5,5,5,4,4
26681,Regina,Parra,Rivero,2020-01-31,Producto Y,2,4,3,4,3
26682,Celestino,Solano,Rojo,2020-03-27,Producto X,5,5,5,4,4
26683,Albina,Oliveira,Castellanos,2020-01-02,Producto X,4,5,5,4,5
26684,Paulina,Altamirano,Ribeyro,2020-02-24,Producto X,-1,4,5,-1,5
26685,Candelaria,Veira,Zarate,2020-02-27,Producto X,4,-1,4,4,5
26686,Eugenia,Ulloa,Segura,2020-04-08,Producto X,3,4,5,5,5
26687,Dafne,Calienes,Alaniz,2020-01-29,Producto X,4,-1,5,4,5
26688,Esmeralda,Ramón,Palomo,2020-01-29,Producto X,5,4,4,4,4
26689,Diego,Pabón,Martos,2020-01-09,Producto Y,4,5,4,-1,4
26690,Dolores,Rodríquez,Acosta,2020-01-29,Producto X,5,5,5,5,5
26691,Bartolomé,Pagan,Villalpando,2020-01-11,Producto Y,3,5,1,4,3
26692,Nuria,Véliz,Cervantes,2020-02-08,Producto X,5,-1,5,-1,5
26693,Marina,Hinojosa,Santillán,2020-03-12,Producto X,-1,3,5,5,5
26694,Martí­n,Camacho,Galindo,2020-01-11,Producto X,5,3,5,4,4
26695,Amadeo,Arredondo,Sosa,2020-02-15,Producto Y,3,3,4,4,4
26696,Fortunata,Luevano,Ceballos,2020-02-06,Producto Y,4,4,3,3,3
26697,Norma,Echevarría,Daga,2020-03-03,Producto X,5,5,-1,5,3
26698,Selena,Aponte,Gómez,2020-04-05,Producto X,3,5,5,5,-1
26699,Thalia,Véliz,De souza,2020-03-13,Producto X,-1,5,-1,4,5
26700,Nevada,Carrero,Alemán,2020-02-11,Producto Y,3,5,3,5,2
26701,Casandra,Dasilva,Gallardo,2020-03-15,Producto X,5,3,4,5,4
26702,Adriana,Lovato,Gonzales,2020-01-10,Producto X,5,5,5,5,5
26703,Encarnición,Villalpando,Fonseca,2020-02-02,Producto Y,5,3,3,4,2
26704,Teresa,Rivas,Cabán,2020-02-06,Producto X,4,4,5,5,5
26705,Frida,Sanches,De souza,2020-03-25,Producto X,5,4,-1,5,5
26706,Vanesa,Bustamante,Lugo,2020-02-06,Producto Y,4,3,5,4,4
26707,Ximena,Sauceda,González,2020-01-15,Producto X,5,3,5,3,4
26708,Ángelo,Quiñónez,Rosales,2020-01-02,Producto X,4,3,5,5,5
26709,Nuria,Fierro,Sierra,2020-03-14,Producto X,5,4,5,5,4
26710,Jacinto,Martos,Carbajal,2020-03-20,Producto X,4,2,3,5,5
26711,Venus,Valenzuela,Montaño,2020-01-13,Producto X,5,3,5,5,-1
26712,Antonella,Carbajal,Camacho,2020-02-25,Producto X,5,5,5,5,5
26713,Liana,Tejeda,Ulibarri,2020-02-13,Producto X,4,4,4,4,4
26714,Lidia,Vieira,Rangel,2020-02-13,Producto X,5,5,5,5,4
26715,Brisa,Galindo,Escobar,2020-01-13,Producto Y,4,5,3,5,5
26716,Luis,Zarate,Romo,2020-02-01,Producto X,5,4,4,5,5
26717,Marta,Sanches,Briseño,2020-02-28,Producto X,4,3,5,5,5
26718,Margarita,Brito,Barraza,2020-03-26,Producto X,5,3,4,4,4
26719,Adriana,Hurtado,Echevarría,2020-04-12,Producto X,3,5,5,5,4
26720,Alana,Cardoso,Herrera,2020-01-16,Producto X,3,-1,5,4,5
26721,José,Pedraza,Galindo,2020-04-08,Producto X,5,5,1,5,4
26722,Oscar,Sierra,Holguín,2020-01-03,Producto X,4,4,4,5,5
26723,Dora,Olivera,Bañuelos,2020-02-08,Producto Y,2,4,3,-1,4
26724,Juana,Alejandro,Alvares,2020-02-29,Producto X,-1,5,5,5,4
26725,Isaac,Laboy,Lovato,2020-01-06,Producto Y,5,3,3,3,5
26726,Ivana,Tapia,Cepeda,2020-02-28,Producto X,5,-1,5,4,5
26727,Dafne,Mireles,Dos santos,2020-02-03,Producto X,4,5,4,5,4
26728,Casia,Quintero,Tenemas,2020-02-26,Producto X,4,-1,5,5,4
26729,Casia,Griego,Paz,2020-04-13,Producto X,4,5,5,5,5
26730,Esteban,Baca,Segovia,2020-04-01,Producto X,5,5,4,5,5
26731,Agustina,Montes,Chacón,2020-01-19,Producto X,-1,5,4,5,5
26732,Juana,Alonzo,Castañeda,2020-03-27,Producto X,4,5,4,5,5
26733,Abraham,Corrales,Curbelo,2020-03-30,Producto X,5,4,5,4,5
26734,Iván,Sousa,Rivera,2020-01-08,Producto X,4,-1,5,5,4
26735,Antonio,Molina,Espinoza,2020-02-04,Producto X,4,4,5,5,5
26736,Lucas,Da conceicao,Carrillo,2020-01-15,Producto X,4,-1,4,5,5
26737,Sócrates,Pelayo,Marín,2020-01-08,Producto X,5,-1,5,4,5
26738,Nataniel,Palomino,Otero,2020-02-15,Producto X,3,5,4,5,4
26739,René,Centeno,Salcedo,2020-01-04,Producto X,5,4,5,5,5
26740,Felix,Ayala,Mendoza,2020-02-29,Producto X,5,-1,5,5,5
26741,Brunela,Pacheco,Gaona,2020-01-12,Producto X,4,5,5,3,4
26742,Diógenes,Gomes,Salinas,2020-02-09,Producto X,4,4,5,5,5
26743,Roberto,Villalpando,Agrada,2020-01-03,Producto X,3,3,5,5,5
26744,Manuel,Bustamante,Melgar,2020-04-10,Producto X,4,-1,4,5,5
26745,Javier,Lozano,Farías,2020-03-03,Producto X,5,5,5,5,3
26746,Blanca,Faria,Solís,2020-01-31,Producto Y,5,4,3,5,4
26747,Diego,Castro,Laboy,2020-03-04,Producto X,5,3,5,5,3
26748,Sócrates,Tijerina,Vargas,2020-02-09,Producto Y,4,4,1,5,2
26749,Luperco,Mena,Juárez,2020-02-17,Producto X,4,5,5,4,5
26750,Ava,Pereyra,Ayala,2020-01-05,Producto X,5,4,4,4,5
26751,Doria,Calienes,Gomes,2020-02-01,Producto X,4,4,5,5,5
26752,Blanca,Roque,Navarrete,2020-02-28,Producto X,5,5,5,4,5
26753,Luz,Barragán,Morales,2020-04-07,Producto X,5,5,5,5,5
26754,Segunda,Barrera,Benítez,2020-02-28,Producto X,5,4,4,4,5
26755,Trinidad,Sepúlveda,Cortés,2020-03-25,Producto X,5,-1,5,5,-1
26756,Set,Tejeda,Abreu,2020-01-04,Producto X,5,4,4,5,-1
26757,Dolores,Olivares,Menéndez,2020-01-13,Producto Y,3,4,3,5,-1
26758,Brunela,Almaraz,Queiroz,2020-02-02,Producto X,5,5,4,5,5
26759,Graciana,Puente,Sevilla,2020-02-28,Producto X,5,5,4,5,-1
26760,Marta,Abreu,Da cunha,2020-02-23,Producto Y,4,3,5,3,4
26761,Gabriel,Archuleta,Elizondo,2020-02-19,Producto Y,2,2,4,5,4
26762,David,Armas,Rentería,2020-01-29,Producto Y,5,2,4,3,4
26763,Miguel,Mireles,Gálvez,2020-03-22,Producto X,4,-1,4,5,5
26764,Rigoberto,Aparicio,Da costa,2020-02-06,Producto X,5,5,5,5,-1
26765,Marcia,Saiz,Otero,2020-02-11,Producto X,5,5,5,5,5
26766,Violeta,Arredondo,Lerma,2020-01-29,Producto X,5,5,5,4,4
26767,Zoe,Regalado,Delagarza,2020-02-10,Producto X,5,4,4,4,5
26768,Bibiana,Orosco,Uribe,2020-01-30,Producto X,5,4,4,4,4
26769,Reyna,Córdova,Suárez,2020-02-08,Producto X,5,4,4,5,5
26770,Malvina,Campos,Guzmán,2020-01-09,Producto X,-1,5,-1,5,5
26771,Eduardo,Zago,Loya,2020-02-09,Producto X,4,5,4,5,5
26772,Lidia,Feliciano,Meraz,2020-02-01,Producto X,5,4,4,4,5
26773,Florencia,Centeno,Melgar,2020-03-02,Producto X,4,-1,5,4,5
26774,Inés,de León,Laboy,2020-01-10,Producto Y,3,4,2,-1,-1
26775,Déborah,Vásquez,Lobo,2020-03-01,Producto X,5,4,5,4,4
26776,Diego,Miramontes,Da nobrega,2020-01-10,Producto Y,5,3,2,3,4
26777,Fátima,Fierro,Dueñas,2020-01-13,Producto Y,2,1,3,4,2
26778,Ximena,Estrada,Barragán,2020-01-10,Producto X,3,5,5,5,3
26779,Dolores,Terrazas,Pizarro,2020-02-14,Producto X,5,5,4,-1,5
26780,Maricela,Pereyra,Feliciano,2020-04-09,Producto X,4,5,5,5,5
26781,Lucas,Ribeyro,Tamez,2020-03-05,Producto X,3,5,-1,4,4
26782,Wendy,Roybal,Mascareñas,2020-01-17,Producto X,5,5,4,5,-1
26783,Dora,Villareal,Casillas,2020-01-23,Producto X,3,4,4,-1,3
26784,Gerardo,Mauro,Guerrero,2020-03-22,Producto X,4,5,4,5,2
26785,Hermosa,Delacrúz,Flores,2020-04-05,Producto X,5,5,4,5,5
26786,Carla,Miranda,De almeida,2020-03-31,Producto X,5,-1,5,5,-1
26787,Margarita,Do carmo,Serrato,2020-02-03,Producto X,4,4,5,5,5
26788,Sergio,Junior,Casal,2020-01-27,Producto X,5,5,5,4,3
26789,Verónica,Gonzales,Jaimes,2020-01-13,Producto X,4,5,4,5,5
26790,Adoración,Barreto,Jáquez,2020-02-22,Producto Y,4,4,4,3,2
26791,Antonio,Matías,Amaya,2020-04-02,Producto X,3,5,5,5,5
26792,Sócrates,Fierro,Bañuelos,2020-03-23,Producto X,4,5,5,5,3
26793,Betania,Ybarra,Vargas,2020-04-02,Producto X,5,5,5,5,3
26794,Albina,Garza,Casárez,2020-02-26,Producto X,4,4,5,5,3
26795,Candela,Suárez,Ocampo,2020-02-27,Producto X,-1,5,4,5,5
26796,Ada,Quintero,Oquendo,2020-01-21,Producto X,5,-1,5,5,4
26797,Eduardo,Razo,Sepúlveda,2020-03-20,Producto X,4,4,5,5,3
26798,Valentina,Brito,Oquendo,2020-03-22,Producto X,4,3,4,4,4
26799,Analí­a,Águilar,Galván,2020-01-22,Producto X,3,5,4,5,5
26800,Guadalupe,Echevarría,Aparicio,2020-03-25,Producto X,-1,4,-1,-1,4
26801,Alfonso,Leandro,Padua,2020-02-15,Producto X,5,5,5,5,4
26802,Ilana,Ruvalcaba,Atencio,2020-02-28,Producto X,5,5,3,-1,4
26803,Jaime,Batista,Ruvalcaba,2020-01-15,Producto X,5,4,4,5,5
26804,Abrán,Pagan,Herrera,2020-01-19,Producto Y,4,-1,3,3,5
26805,Efraim,Aguirre,De souza,2020-01-09,Producto Y,4,3,4,4,5
26806,Juliana,Corrales,Ravines,2020-02-22,Producto X,-1,5,4,4,5
26807,Margarita,Adaro,Pabón,2020-04-01,Producto X,4,5,5,5,5
26808,Celeste,Da ros,Lira,2020-01-12,Producto Y,5,3,-1,5,4
26809,Marcia,Caraballo,Benavides,2020-01-28,Producto Y,-1,3,2,4,4
26810,Encarnición,Perales,Mireles,2020-01-12,Producto X,3,5,5,5,5
26811,Caleb,Mello,Lopes,2020-03-27,Producto X,5,4,5,5,5
26812,Manuel,Gaitán,Montemayor,2020-04-05,Producto X,5,5,5,3,-1
26813,Diana,Roldán,Soares,2020-03-20,Producto X,5,5,5,-1,5
26814,Efraim,Lira,Fajardo,2020-03-25,Producto X,4,4,5,4,5
26815,Joel,Mello,Tapia,2020-03-30,Producto X,4,4,5,5,5
26816,Carlos,Ulibarri,Gallegos,2020-02-20,Producto X,5,5,4,2,5
26817,Roberta,Hernández,Botello,2020-02-09,Producto X,5,4,5,-1,5
26818,Luis,Benavídez,Tijerina,2020-03-25,Producto X,5,4,5,5,4
26819,Felicitas,Alvares,Acuña,2020-01-16,Producto X,5,4,4,5,5
26820,Regina,Cornejo,Dosantos,2020-02-18,Producto Y,4,2,5,2,4
26821,Emanuel,Pedraza,Leandro,2020-03-24,Producto X,-1,-1,4,3,4
26822,Gabriela,Zapata,Madrigal,2020-01-17,Producto X,5,5,5,5,5
26823,Xavier,Ribeiro,Da silva,2020-01-20,Producto X,-1,4,4,5,4
26824,Wendy,Parra,Archuleta,2020-02-28,Producto X,5,5,5,5,5
26825,Raúl,Aguirre,Alves,2020-02-03,Producto X,4,-1,5,5,-1
26826,Orlando,Marrero,Téllez,2020-02-06,Producto X,4,4,5,5,5
26827,Vanesa,Cardoso,Garay,2020-04-10,Producto X,5,5,5,5,-1
26828,Tía,Alves,Peixoto,2020-02-25,Producto X,5,5,5,-1,3
26829,Perla,Macías,Briseño,2020-03-22,Producto X,5,3,5,-1,5
26830,Sergio,Salcedo,Gaitán,2020-03-23,Producto X,-1,5,-1,4,5
26831,Bibiana,Cabán,Archuleta,2020-01-29,Producto X,5,5,5,3,5
26832,Leonardo,Estrada,Nomberto,2020-01-09,Producto X,5,3,5,5,5
26833,Candelaria,Tijerina,Vasconcellos,2020-01-14,Producto X,-1,4,4,5,5
26834,Teodoro,Figueroa,Valdez,2020-02-14,Producto X,5,-1,5,5,3
26835,Lana,Adames,Vanegas,2020-02-20,Producto X,4,4,4,4,3
26836,Jimena,Sotelo,Ferrer,2020-02-08,Producto X,4,4,5,4,5
26837,Rubí,Moreno,Barajas,2020-02-07,Producto X,3,5,3,5,-1
26838,Estefaní­a,Valenzuela,Cazares,2020-03-08,Producto X,4,4,5,5,5
26839,Solana,Serrato,Pessoa,2020-02-18,Producto X,4,5,4,4,5
26840,Isabel,Arguello,Rael,2020-01-08,Producto X,3,5,5,5,4
26841,Leandra,Vélez,Cerda,2020-01-13,Producto X,4,5,5,4,-1
26842,Selena,Peixoto,Rodríquez,2020-02-06,Producto X,4,4,-1,5,5
26843,Abraham,Olivas,Ocasio,2020-03-16,Producto X,5,5,5,4,-1
26844,Paloma,Rosado,Prieto,2020-03-23,Producto X,5,5,5,-1,4
26845,Trinidad,Menéndez,Portillo,2020-01-15,Producto X,5,-1,5,5,4
26846,Anastacio,Dos santos,Veira,2020-01-05,Producto X,5,4,5,4,5
26847,Octavio,Raya,Montalvo,2020-01-05,Producto X,4,4,5,5,5
26848,Jorge,Rivera,Amador,2020-02-27,Producto X,4,-1,4,5,5
26849,Maximiliano,Vasconcellos,Pires,2020-03-28,Producto X,-1,5,4,5,5
26850,Tiara,Cerda,Banda,2020-04-03,Producto X,5,4,5,5,-1
26851,Alfonso,Valle,Amador,2020-03-04,Producto X,3,4,4,5,4
26852,Belinda,Luna,Serrato,2020-03-18,Producto X,4,5,5,5,5
26853,Eliana,Barrientos,Villarreal,2020-03-07,Producto X,4,5,5,5,5
26854,Estela,Figueroa,Miramontes,2020-04-09,Producto X,4,5,4,5,3
26855,Helena,Venegas,Bermúdez,2020-02-29,Producto X,5,5,4,4,5
26856,Alana,Montoya,Quintana,2020-02-21,Producto X,4,5,4,4,5
26857,Carolina,Rocha,Morales,2020-01-24,Producto X,5,5,3,5,4
26858,Teodoro,Balderas,Freitas,2020-03-16,Producto X,4,5,4,5,5
26859,Selena,Villarreal,Samaniego,2020-03-25,Producto X,3,3,4,5,5
26860,Joel,Mendoza,Arce,2020-01-21,Producto X,4,3,3,5,-1
26861,Caleb,Antunes,Cardenas,2020-04-14,Producto X,4,4,5,5,5
26862,Abraham,Villarreal,Ochoa,2020-02-03,Producto X,4,4,5,4,-1
26863,Verónica,Rael,Villa,2020-01-28,Producto Y,4,-1,4,4,-1
26864,Felicitas,Delafuente,Montes,2020-02-10,Producto X,4,5,5,-1,4
26865,Norma,Acosta,Márquez,2020-03-03,Producto X,5,5,5,5,4
26866,Iván,Dos santos,Cervantes,2020-03-10,Producto X,5,5,3,5,4
26867,Magdalena,Ravines,Maya,2020-02-14,Producto X,-1,4,5,5,5
26868,Manuel,Castillo,Montero,2020-03-19,Producto X,-1,4,-1,4,5
26869,Mariangeles,Samaniego,Villalobos,2020-03-21,Producto X,5,4,4,4,-1
26870,Evelina,Quiroz,Rojo,2020-02-19,Producto X,5,-1,4,5,5
26871,Adriana,Zamora,Haro,2020-03-31,Producto X,5,4,3,4,5
26872,Estefaní­a,Puga,Cervántez,2020-02-17,Producto X,3,5,4,2,5
26873,Claudia,Mondragón,Godínez,2020-02-27,Producto X,4,5,5,3,4
26874,Helena,Miramontes,García,2020-02-08,Producto X,5,3,5,5,5
26875,Fe,Frías,Aranda,2020-03-18,Producto X,4,5,5,5,-1
26876,Flora,Segura,Rivera,2020-04-13,Producto X,3,5,5,5,-1
26877,Nazarena,Hidalgo,Melgar,2020-01-13,Producto X,4,5,5,4,5
26878,Guadalupe,Ferreyra,Esquivel,2020-02-26,Producto Y,4,4,-1,2,-1
26879,Ariel,Dorrego,Badillo,2020-03-11,Producto X,-1,4,5,5,4
26880,Azura,Melgar,Medrano,2020-02-28,Producto Y,4,4,3,-1,3
26881,Guillermo,Mendoza,Gracia,2020-02-11,Producto X,5,5,4,5,4
26882,Jacinto,Mora,Godínez,2020-02-13,Producto Y,5,4,4,-1,3
26883,Flora,Hinojosa,Mireles,2020-02-19,Producto X,5,5,5,5,5
26884,Albina,Llamas,Páez,2020-01-17,Producto X,5,5,-1,5,5
26885,Marisol,Vera,de León,2020-01-31,Producto X,4,5,4,4,4
26886,Marta,Girón,Evangelista,2020-03-06,Producto X,5,4,-1,4,5
26887,Elí­as,Malave,Acuña,2020-01-19,Producto X,4,5,5,-1,4
26888,Luis,Palomino,Colunga,2020-03-14,Producto X,5,-1,5,5,4
26889,Cecilia,Pinheiro,Velasco,2020-01-27,Producto X,-1,4,5,5,4
26890,Alejandrina,Castellanos,Peralta,2020-02-14,Producto X,5,4,4,3,5
26891,Doria,Sena,Rodrígez,2020-01-12,Producto Y,3,4,3,3,3
26892,Samantha,Sandiga,Arevalo,2020-03-08,Producto X,5,4,-1,3,3
26893,Noemí,González,Rincón,2020-03-28,Producto X,4,4,5,4,-1
26894,Virginia,Concepción,Cabán,2020-02-22,Producto X,4,5,2,5,5
26895,Alberto,Urías,Adaro,2020-02-17,Producto Y,-1,4,4,2,4
26896,Joel,Orellana,Cosinga,2020-03-10,Producto X,3,5,4,4,5
26897,Jennifer,Cordero,Pedraza,2020-01-10,Producto Y,-1,3,5,3,4
26898,Mateo,Arreola,Loya,2020-01-30,Producto X,4,4,5,5,2
26899,Alejandra,Lucio,Nomberto,2020-03-31,Producto X,5,5,-1,4,4
26900,Manuela,Zapata,Batista,2020-03-12,Producto X,5,5,5,5,3
26901,Tía,Jáquez,Seijas,2020-01-30,Producto X,5,-1,5,5,5
26902,Fortunata,Rodarte,Crespo,2020-03-21,Producto X,5,5,4,5,5
26903,Esperanza,Villalpando,Espinosa,2020-02-07,Producto Y,3,4,4,5,4
26904,Tatiana,Ulibarri,Pelaes,2020-02-23,Producto X,-1,4,-1,4,-1
26905,Uma,Posada,Soares,2020-02-06,Producto X,5,-1,5,3,4
26906,Augusto,Nazario,Baes,2020-01-04,Producto X,4,4,5,5,4
26907,Lola,Delatorre,Alva,2020-03-24,Producto X,5,3,4,3,3
26908,Marisa,Guedes,Maqueira,2020-03-31,Producto X,4,3,4,5,5
26909,Patricia,Cabrera,Alva,2020-03-30,Producto X,5,5,4,5,4
26910,Lana,Pineda,Ortega,2020-03-30,Producto X,4,5,4,3,4
26911,Carlos,Olivares,Limón,2020-02-29,Producto X,4,5,4,4,5
26912,Isabel,Guerra,Salinas,2020-01-22,Producto Y,5,3,2,4,5
26913,Dana,Da ponte,Lira,2020-02-10,Producto X,4,5,5,5,-1
26914,Albina,Godínez,Parra,2020-03-22,Producto X,4,4,5,4,3
26915,Alejandra,Sedillo,Garay,2020-02-26,Producto X,5,3,5,5,-1
26916,Nadia,Montero,Puga,2020-01-18,Producto X,4,5,4,4,-1
26917,Cristal,Soria,Valladares,2020-03-14,Producto X,4,4,5,5,5
26918,Esteban,Herrera,Cosinga,2020-01-03,Producto X,5,5,5,4,5
26919,Candelaria,Samaniego,Delarosa,2020-02-11,Producto X,4,5,5,5,5
26920,Fortunato,Rodarte,Ocampo,2020-03-24,Producto X,5,4,5,4,3
26921,Linda,Abregu,Valles,2020-02-20,Producto X,4,-1,5,5,5
26922,Yesenia,Lomeli,Neves,2020-03-17,Producto X,5,4,4,5,5
26923,Guadalupe,Ferrer,Bravo,2020-02-26,Producto X,5,-1,4,3,4
26924,Magdalena,Pedroza,Arenas,2020-01-03,Producto X,3,5,-1,5,5
26925,Agnano,Alonso,Tamez,2020-03-06,Producto X,5,5,4,5,4
26926,Tina,Lugo,Alejandro,2020-02-02,Producto X,4,4,4,5,5
26927,Augusto,Da ros,Adame,2020-02-24,Producto X,5,5,4,-1,4
26928,Nevada,Da nobrega,Cornejo,2020-04-03,Producto X,5,5,4,3,5
26929,Sócrates,Pagan,Bonilla,2020-04-06,Producto X,5,3,4,3,5
26930,Teodoro,Cotto,Adame,2020-02-18,Producto X,5,5,-1,4,4
26931,Agnano,Solano,Posada,2020-02-20,Producto Y,4,2,4,2,2
26932,Augusto,Saldivar,León,2020-01-08,Producto X,5,-1,4,5,5
26933,Benedicto,Roque,Morales,2020-01-30,Producto X,5,5,5,3,5
26934,Uma,Acosta,Jasso,2020-02-22,Producto X,4,4,5,4,5
26935,Marilú,Meza,Almeyda,2020-01-15,Producto Y,4,4,3,2,-1
26936,Catalina,Batista,Cosinga,2020-03-16,Producto X,-1,-1,-1,4,5
26937,Analí­a,Sousa,Fernandes,2020-01-20,Producto X,5,5,5,-1,4
26938,Dana,Montero,Núñez,2020-01-22,Producto X,5,-1,5,5,4
26939,Dulce,Pereira,Junior,2020-01-06,Producto Y,-1,3,4,4,3
26940,Miriam,Rubio,Esparza,2020-04-13,Producto X,5,5,5,5,4
26941,Ramón,López,Delagarza,2020-03-20,Producto X,3,5,5,5,5
26942,Laura,Blanco,Padilla,2020-03-15,Producto X,5,5,4,4,4
26943,Dafne,Pires,Mercado,2020-03-18,Producto X,5,5,5,4,-1
26944,Alison,Pérez,Cabán,2020-02-20,Producto X,-1,5,5,5,5
26945,Gladis,Curbelo,Olivárez,2020-02-16,Producto Y,4,2,4,5,5
26946,Angela,Da ros,Agosto,2020-01-16,Producto X,-1,-1,5,4,4
26947,Anastacio,Tijerina,Benítez,2020-02-25,Producto X,5,4,5,5,4
26948,Eduarda,Corona,Vasconcellos,2020-03-20,Producto X,-1,5,5,5,5
26949,Candelaria,Cedillo,Puga,2020-04-12,Producto X,3,5,5,5,4
26950,Blanca,Batista,Ferreyra,2020-03-01,Producto X,4,4,4,5,3
26951,Eugenia,Vega,Amaral,2020-02-08,Producto X,5,5,3,4,3
26952,Talia,Cornejo,Quiroz,2020-01-26,Producto X,-1,-1,5,5,5
26953,Diana,Ramos,Gurule,2020-01-22,Producto X,4,5,5,-1,4
26954,Magdalena,Jaramillo,Prado,2020-01-09,Producto X,4,5,5,4,4
26955,Emanuel,Polanco,Da cunha,2020-02-09,Producto X,-1,5,4,5,5
26956,Leonardo,De sousa,Bustamante,2020-03-22,Producto X,4,5,4,5,5
26957,Dolores,Maqueira,Bonilla,2020-01-07,Producto Y,4,4,1,3,-1
26958,Samantha,Barrientos,Linares,2020-02-21,Producto X,5,4,5,5,4
26959,Santiago,Da costa,Guedes,2020-01-27,Producto X,4,-1,4,4,4
26960,Shakira,Villegas,Casas,2020-01-21,Producto Y,4,5,3,4,2
26961,Raquel,Preciado,de Anda,2020-03-21,Producto X,4,4,5,4,4
26962,Ernesto,Rosado,Chichón,2020-02-07,Producto X,5,5,5,4,5
26963,Carlota,Mireles,Calienes,2020-04-10,Producto X,5,5,4,4,5
26964,Carolina,Fernandes,Nazario,2020-02-09,Producto Y,5,2,2,-1,5
26965,Aarón,López,Carrasquillo,2020-01-30,Producto X,5,3,5,5,-1
26966,Joaquí­n,Gómez,Becerra,2020-02-15,Producto Y,3,4,3,3,4
26967,Uma,Concepción,Garica,2020-03-31,Producto X,5,-1,5,5,4
26968,Reyna,Regalado,Carrera,2020-03-09,Producto X,-1,5,5,-1,5
26969,Emanuel,Olvera,Fajardo,2020-02-13,Producto Y,2,4,5,-1,4
26970,Magdalena,Portugal,Moraes,2020-01-04,Producto X,-1,5,5,4,5
26971,Emilia,Noriega,PiÑeiro,2020-01-17,Producto Y,3,4,-1,2,5
26972,Arsenio,Solís,Villalpando,2020-02-28,Producto X,4,4,5,5,-1
26973,Efraim,Mello,Alburqueque,2020-03-10,Producto X,4,4,4,4,-1
26974,Noé,Fuentes,Irizarry,2020-02-13,Producto X,5,-1,5,4,5
26975,Mí­a,Ornelas,Saiz,2020-01-26,Producto X,4,4,5,4,4
26976,Lana,Garza,Dacunha,2020-01-30,Producto X,5,3,5,4,4
26977,Gabriel,Treviño,Garrido,2020-04-12,Producto X,5,5,5,4,5
26978,Betania,Colunga,Daga,2020-01-18,Producto Y,3,3,4,3,2
26979,Gabriel,Ribeiro,Cuellar,2020-02-27,Producto X,4,4,4,5,5
26980,Emanuel,Salgado,Nevárez,2020-01-14,Producto X,5,2,4,5,-1
26981,Nuria,Fernández,Chacón,2020-04-07,Producto X,5,5,5,5,5
26982,Ilana,Angulo,Villanueva,2020-01-08,Producto X,4,4,4,5,-1
26983,Ángelo,Elizondo,Osores,2020-04-03,Producto X,-1,3,-1,5,4
26984,Dolores,Medina,Razo,2020-01-05,Producto X,4,-1,4,5,-1
